date,imputed_level,lower_95,upper_95
2023-02-23,18.831952414372267,-10015.58643844034,9972.802551641314
2023-07-06,18.375482801817952,-1964.6199748017973,1956.054477612194
2023-07-13,18.395255849667137,-1964.7279934579665,1955.9457707318224
2023-07-20,18.41946668040464,-1964.8613565352944,1955.8117205224758
2023-07-27,18.44705236533082,-1965.0027461906081,1955.6696448354812
2024-06-13,18.479654640283112,18.21895094425169,18.718921864649378
2024-07-04,18.320545009960803,18.037396445829817,18.537387825974758
2024-07-18,18.207613522645328,17.9333266154093,18.483397865390813
2024-07-25,18.130966555164477,17.76289591383482,18.480194670079673
2024-08-01,18.053512575567485,17.58769623931615,18.42219079299476
2024-08-15,17.882499649335514,17.62988907039012,18.17620385148821
2024-08-29,17.71939544772053,17.585600483093852,18.08576110965024
2024-11-21,18.24037919839159,18.166235866790515,18.64561312820812
2024-12-05,18.35349013386897,18.021021034055604,18.500960803320584
2024-12-19,18.492860077803908,18.23005039382017,18.724411171929987
2024-12-26,18.579920906345514,18.188399802504232,18.824566767309253
2025-01-16,18.67479700516335,18.35129186074902,18.84357765509282
2025-01-23,18.81043775490215,18.304403328600813,18.998655293270836
2025-02-06,18.951727293141563,18.551724422670365,19.09983712226011
2025-02-13,18.903291704933462,18.5566579261321,19.25070348745481
2025-02-20,18.792465137978187,18.4807005112055,19.292551795146085
2025-02-27,18.751465698130858,18.300176542627188,19.194683938664827
2025-03-06,18.70377888314613,18.450783580387093,19.434467131841064
2025-03-13,18.61284816791597,18.31716769618113,19.367656464258957
2025-03-20,18.505212514276266,18.178799490159975,19.296874324824614
2025-03-27,18.409964294325082,18.144576124120473,19.322391388351452
2025-04-03,18.31635104781805,18.027752449136827,19.262528342142275
2025-04-10,18.23247225964502,18.007362231555348,19.29550302433441
2025-04-17,18.153847848007235,17.907581838652433,19.24609696617818
2025-04-24,18.083107955578352,18.001157163071852,19.387405832473654
2025-05-08,17.967941074267664,17.925377111262858,18.395392655004482
