date,imputed_level,lower_95,upper_95
2023-02-23,18.83730619234899,18.681383155984715,18.993229228713265
2023-03-16,19.13296813031596,18.977045093951684,19.288891166680234
2023-06-22,18.331345983919377,18.175422947555102,18.48726902028365
2023-07-06,18.29709507366706,18.10621726610003,18.48797288123409
2023-07-13,18.304845518576933,18.084489711814008,18.525201325339857
2023-07-20,18.30739974512782,18.11652193756079,18.49827755269485
2023-12-21,18.971646231025332,18.815723194661057,19.127569267389607
2024-02-29,19.153171184140493,18.99724814777622,19.309094220504768
2024-03-21,18.92479762135737,18.768874584993096,19.080720657721645
2024-04-18,18.99209723836736,18.836174202003086,19.148020274731635
2024-05-30,18.640080822270228,18.484157785905953,18.796003858634503
2024-06-27,18.255765272141367,18.099842235777093,18.411688308505642
2024-07-11,18.12724958784104,17.93637178027401,18.31812739540807
2024-07-18,18.036558787345612,17.816202980582688,18.256914594108537
2024-07-25,17.94193941637565,17.75106160880862,18.13281722394268
2024-08-08,17.756234155193162,17.600311118828888,17.912157191557437
2024-08-22,17.662060784225996,17.482057949381467,17.842063619070526
2024-08-29,17.653904351428274,17.473901516583744,17.833907186272803
2024-11-14,18.321484652081207,18.165561615716932,18.47740768844548
2024-11-28,18.370714676851577,18.214791640487302,18.52663771321585
2024-12-12,18.505104201944995,18.325101367100466,18.685107036789525
2024-12-19,18.534027866661663,18.354025031817134,18.714030701506193
2025-01-09,18.6666851209218,18.486682286077272,18.84668795576633
2025-01-16,18.753426277104975,18.573423442260445,18.933429111949504
2025-01-30,18.80542960901024,18.61455180144321,18.99630741657727
2025-02-06,18.769682393660677,18.549326586897752,18.9900382004236
2025-02-13,18.736257625785925,18.545379818218894,18.927135433352955
2025-02-27,18.639920657010148,18.449042849443117,18.830798464577178
2025-03-06,18.576938161541772,18.356582354778848,18.797293968304697
2025-03-13,18.51512749571109,18.32424968814406,18.706005303278122
2025-03-27,18.394247267846584,18.197154891532296,18.591339644160872
2025-04-03,18.334494713442997,18.093218237841555,18.57577118904444
2025-04-10,18.274873770723577,18.033597295122135,18.51615024632502
2025-04-17,18.21502253156932,18.017930155255033,18.41211490788361
2025-05-01,18.095327883384584,17.93940484702031,18.25125091974886
2025-12-18,18.643695877859273,18.487772841494998,18.799618914223547
