date,imputed_level,lower_95,upper_95
2023-02-23,18.829269615652716,17.069029972638575,20.53285353846261
2023-07-06,18.391166233382602,17.579143542513325,18.841195185726352
2023-07-13,18.417206351163962,17.86629377520189,18.87157107918815
2023-07-20,18.441632841005994,17.807986180072838,19.012433179126305
2023-07-27,18.464301067194665,17.95676166794804,18.810817999082044
2024-06-13,18.492743222201177,18.21025428379031,18.737313453077125
2024-07-04,18.33083919887728,17.99416157591288,18.52383426270063
2024-07-18,18.204289113734095,17.720611748505803,18.325941620691168
2024-07-25,18.11320652095532,17.74541908389899,18.38446553434183
2024-08-01,18.02020503796566,17.681563580159164,18.296008966724216
2024-08-15,17.867966363569774,17.40823496532318,17.966692928623715
2024-08-29,17.717896173364284,17.45007574308271,18.005469707472454
2024-11-21,18.254769467570608,18.08648653307091,18.599989948953798
2024-12-05,18.333207418791712,18.151698174011216,18.667979687419383
2024-12-19,18.516221067578446,18.21965841235961,18.774870530558896
2024-12-26,18.576651871559203,18.234618995515373,18.787787708208054
2025-01-16,18.733757080145267,18.372008484068218,18.937418371487063
2025-01-23,18.812166895167806,18.330425502404797,18.931857719115538
2025-02-06,18.815200013151205,18.45236938724542,19.11520056573538
2025-02-13,18.740408456327767,18.283697523866397,19.03606990620938
2025-02-20,18.66794310124158,18.07467845313789,18.900193482739343
2025-02-27,18.597505318597534,18.018375607030972,18.888994921428736
2025-03-06,18.529230130382494,18.085992942924687,18.99219321420303
2025-03-13,18.46274867909362,18.005260718645147,18.91999562926714
2025-03-20,18.397594594129917,17.912135925634953,18.82640814610438
2025-03-27,18.333412493606374,17.906555440046446,18.798324911679927
2025-04-03,18.269813264941106,17.828467661951105,18.682752765146038
2025-04-10,18.20648269167939,17.86696778049962,18.663488736461254
2025-04-17,18.143137521998405,17.830166998239903,18.543647078326835
2025-04-24,18.079504117719353,17.968808979163985,18.563335799137473
2025-05-08,17.97394711160148,17.85609013762596,18.368107973667197
